FUN_000885-T1	note	BUSCO:EOG0926004Z
FUN_004028-T1	note	BUSCO:EOG09260075
FUN_004679-T1	note	BUSCO:EOG0926009O
FUN_011852-T1	note	BUSCO:EOG092600NM
FUN_003936-T1	note	BUSCO:EOG092600S9
FUN_003177-T1	note	BUSCO:EOG092600SD
FUN_006103-T1	note	BUSCO:EOG092600SK
FUN_010036-T1	note	BUSCO:EOG092600T4
FUN_012123-T1	note	BUSCO:EOG092600T9
FUN_005582-T1	note	BUSCO:EOG092600W1
FUN_004886-T1	note	BUSCO:EOG092600X0
FUN_001493-T1	note	BUSCO:EOG092600XJ
FUN_004483-T1	note	BUSCO:EOG092601KZ
FUN_003040-T1	note	BUSCO:EOG092601YK
FUN_007271-T1	note	BUSCO:EOG0926025H
FUN_008753-T1	note	BUSCO:EOG09260274
FUN_004948-T1	note	BUSCO:EOG09260289
FUN_005203-T1	note	BUSCO:EOG092602BZ
FUN_011895-T1	note	BUSCO:EOG092602FH
FUN_000977-T1	note	BUSCO:EOG092602I6
FUN_001760-T1	note	BUSCO:EOG092602MO
FUN_004587-T1	note	BUSCO:EOG092602OP
FUN_001983-T1	note	BUSCO:EOG092602UY
FUN_007164-T1	note	BUSCO:EOG09260375
FUN_012082-T1	note	BUSCO:EOG092603D0
FUN_004596-T1	note	BUSCO:EOG092603EH
FUN_004663-T1	note	BUSCO:EOG092603JK
FUN_004676-T1	note	BUSCO:EOG092603KJ
FUN_006131-T1	note	BUSCO:EOG092603SM
FUN_009135-T1	note	BUSCO:EOG092603YJ
FUN_001969-T1	note	BUSCO:EOG0926047G
FUN_006757-T1	note	BUSCO:EOG09260492
FUN_010563-T1	note	BUSCO:EOG0926049A
FUN_005561-T1	note	BUSCO:EOG0926049S
FUN_003024-T1	note	BUSCO:EOG092604A0
FUN_003022-T1	note	BUSCO:EOG092604I8
FUN_009869-T1	note	BUSCO:EOG092604KQ
FUN_000591-T1	note	BUSCO:EOG092604MJ
FUN_004678-T1	note	BUSCO:EOG092604ML
FUN_005543-T1	note	BUSCO:EOG092604S1
FUN_002755-T1	note	BUSCO:EOG092604ZZ
FUN_000889-T1	note	BUSCO:EOG0926051U
FUN_005637-T1	note	BUSCO:EOG092605FC
FUN_005567-T1	note	BUSCO:EOG092605KN
FUN_011572-T1	note	BUSCO:EOG092605OK
FUN_000047-T1	note	BUSCO:EOG092605QM
FUN_002487-T1	note	BUSCO:EOG092605T6
FUN_005163-T1	note	BUSCO:EOG092605VL
FUN_000013-T1	note	BUSCO:EOG092605VU
FUN_012122-T1	note	BUSCO:EOG092605ZA
FUN_002741-T1	note	BUSCO:EOG092606AD
FUN_010938-T1	note	BUSCO:EOG092606AJ
FUN_011348-T1	note	BUSCO:EOG092606CY
FUN_000849-T1	note	BUSCO:EOG092606O3
FUN_005149-T1	note	BUSCO:EOG092606UX
FUN_003612-T1	note	BUSCO:EOG092606WZ
FUN_003198-T1	note	BUSCO:EOG0926071Q
FUN_004839-T1	note	BUSCO:EOG0926073O
FUN_010562-T1	note	BUSCO:EOG0926074Y
FUN_002697-T1	note	BUSCO:EOG09260779
FUN_002617-T1	note	BUSCO:EOG0926077L
FUN_006965-T1	note	BUSCO:EOG0926079Q
FUN_000872-T1	note	BUSCO:EOG092607OQ
FUN_000111-T1	note	BUSCO:EOG092607QZ
FUN_000065-T1	note	BUSCO:EOG092607ZS
FUN_003143-T1	note	BUSCO:EOG092608AE
FUN_006314-T1	note	BUSCO:EOG092608AV
FUN_007313-T1	note	BUSCO:EOG092608C4
FUN_003199-T1	note	BUSCO:EOG092608GK
FUN_008330-T1	note	BUSCO:EOG092608L0
FUN_002786-T1	note	BUSCO:EOG092608RH
FUN_000011-T1	note	BUSCO:EOG092608T8
FUN_001069-T1	note	BUSCO:EOG092608WI
FUN_000140-T1	note	BUSCO:EOG092608WU
FUN_006650-T1	note	BUSCO:EOG092608ZS
FUN_011161-T1	note	BUSCO:EOG0926092K
FUN_007556-T1	note	BUSCO:EOG09260931
FUN_003591-T1	note	BUSCO:EOG092609JB
FUN_000682-T1	note	BUSCO:EOG092609O9
FUN_003200-T1	note	BUSCO:EOG092609RF
FUN_007770-T1	note	BUSCO:EOG092609YT
FUN_001038-T1	note	BUSCO:EOG09260A27
FUN_011159-T1	note	BUSCO:EOG09260A6Q
FUN_002649-T1	note	BUSCO:EOG09260A98
FUN_006071-T1	note	BUSCO:EOG09260AEC
FUN_003004-T1	note	BUSCO:EOG09260APA
FUN_011886-T1	note	BUSCO:EOG09260AZA
FUN_003150-T1	note	BUSCO:EOG09260AZK
FUN_002591-T1	note	BUSCO:EOG09260AZM
FUN_004329-T1	note	BUSCO:EOG09260B3H
FUN_002627-T1	note	BUSCO:EOG09260B3X
FUN_005050-T1	note	BUSCO:EOG09260B65
FUN_002468-T1	note	BUSCO:EOG09260BFE
FUN_004997-T1	note	BUSCO:EOG09260BL6
FUN_006670-T1	note	BUSCO:EOG09260BRA
FUN_009127-T1	note	BUSCO:EOG09260BSW
FUN_001482-T1	note	BUSCO:EOG09260BYL
FUN_007255-T1	note	BUSCO:EOG09260BZ0
FUN_005629-T1	note	BUSCO:EOG09260C2V
FUN_000189-T1	note	BUSCO:EOG09260C5W
FUN_010334-T1	note	BUSCO:EOG09260DBG
FUN_004249-T1	note	BUSCO:EOG09260DFH
FUN_010034-T1	note	BUSCO:EOG09260DFJ
FUN_003454-T1	note	BUSCO:EOG09260DP1
FUN_000133-T1	note	BUSCO:EOG09260DUR
FUN_003649-T1	note	BUSCO:EOG09260DUW
FUN_007252-T1	note	BUSCO:EOG09260DXP
FUN_010941-T1	note	BUSCO:EOG09260E2O
FUN_002133-T1	note	BUSCO:EOG09260E8K
FUN_000231-T1	note	BUSCO:EOG09260EAZ
FUN_000016-T1	note	BUSCO:EOG09260EE7
FUN_004308-T1	note	BUSCO:EOG09260EOI
FUN_002718-T1	note	BUSCO:EOG09260EPQ
FUN_011266-T1	note	BUSCO:EOG09260EPS
FUN_005560-T1	note	BUSCO:EOG09260EQD
FUN_001388-T1	note	BUSCO:EOG09260ERO
FUN_004365-T1	note	BUSCO:EOG09260ETR
FUN_007091-T1	note	BUSCO:EOG09260EZT
FUN_011325-T1	note	BUSCO:EOG09260FFP
FUN_001081-T1	note	BUSCO:EOG09260FKU
FUN_009131-T1	note	BUSCO:EOG09260FL2
FUN_007106-T1	note	BUSCO:EOG09260FMW
FUN_002121-T1	note	BUSCO:EOG09260FPA
FUN_002754-T1	note	BUSCO:EOG09260FX0
FUN_006376-T1	note	BUSCO:EOG09260FZZ
FUN_007732-T1	note	BUSCO:EOG09260GF5
FUN_004251-T1	note	BUSCO:EOG09260GIX
FUN_006186-T1	note	BUSCO:EOG09260GKG
FUN_004024-T1	note	BUSCO:EOG09260GR8
FUN_008463-T1	note	BUSCO:EOG09260H6E
FUN_005849-T1	note	BUSCO:EOG09260H81
FUN_007331-T1	note	BUSCO:EOG09260HMA
FUN_004334-T1	note	BUSCO:EOG09260HPO
FUN_004626-T1	note	BUSCO:EOG09260HS3
FUN_000909-T1	note	BUSCO:EOG09260HSP
FUN_001460-T1	note	BUSCO:EOG09260IU8
FUN_003977-T1	note	BUSCO:EOG09260J53
FUN_006601-T1	note	BUSCO:EOG09260J8F
FUN_006194-T1	note	BUSCO:EOG09260J97
FUN_002479-T1	note	BUSCO:EOG09260JDM
FUN_003036-T1	note	BUSCO:EOG09260JED
FUN_000148-T1	note	BUSCO:EOG09260JJW
FUN_008813-T1	note	BUSCO:EOG09260JNY
FUN_003352-T1	note	BUSCO:EOG09260JO5
FUN_002361-T1	note	BUSCO:EOG09260JPV
FUN_001958-T1	note	BUSCO:EOG09260JT9
FUN_010092-T1	note	BUSCO:EOG09260JTZ
FUN_008134-T1	note	BUSCO:EOG09260K24
FUN_007476-T1	note	BUSCO:EOG09260K29
FUN_009289-T1	note	BUSCO:EOG09260K4B
FUN_006774-T1	note	BUSCO:EOG09260K4V
FUN_004455-T1	note	BUSCO:EOG09260K5F
FUN_002799-T1	note	BUSCO:EOG09260KCB
FUN_005722-T1	note	BUSCO:EOG09260KCW
FUN_007238-T1	note	BUSCO:EOG09260KDB
FUN_004730-T1	note	BUSCO:EOG09260KGS
FUN_010058-T1	note	BUSCO:EOG09260KIY
FUN_004098-T1	note	BUSCO:EOG09260KM4
FUN_003930-T1	note	BUSCO:EOG09260KNI
FUN_002995-T1	note	BUSCO:EOG09260KNR
FUN_008466-T1	note	BUSCO:EOG09260KUC
FUN_006371-T1	note	BUSCO:EOG09260KWP
FUN_002354-T1	note	BUSCO:EOG09260LBU
FUN_000075-T1	note	BUSCO:EOG09260LI6
FUN_007076-T1	note	BUSCO:EOG09260LJ8
FUN_008924-T1	note	BUSCO:EOG09260LRX
FUN_001716-T1	note	BUSCO:EOG09260LS9
FUN_002520-T1	note	BUSCO:EOG09260LVD
FUN_003933-T1	note	BUSCO:EOG09260M44
FUN_002794-T1	note	BUSCO:EOG09260M87
FUN_002388-T1	note	BUSCO:EOG09260MBW
FUN_000156-T1	note	BUSCO:EOG09260MRU
FUN_004561-T1	note	BUSCO:EOG09260N2T
FUN_002622-T1	note	BUSCO:EOG09260N53
FUN_004537-T1	note	BUSCO:EOG09260NAN
FUN_009987-T1	note	BUSCO:EOG09260NC6
FUN_009307-T1	note	BUSCO:EOG09260NE0
FUN_005829-T1	note	BUSCO:EOG09260NHB
FUN_001431-T1	note	BUSCO:EOG09260NHN
FUN_003438-T1	note	BUSCO:EOG09260NJW
FUN_004244-T1	note	BUSCO:EOG09260NNR
FUN_006330-T1	note	BUSCO:EOG09260NWN
FUN_003415-T1	note	BUSCO:EOG09260NXC
FUN_008494-T1	note	BUSCO:EOG09260NXJ
FUN_008878-T1	note	BUSCO:EOG09260NY2
FUN_005215-T1	note	BUSCO:EOG09260NZ8
FUN_003381-T1	note	BUSCO:EOG09260OCI
FUN_008506-T1	note	BUSCO:EOG09260OE9
FUN_005084-T1	note	BUSCO:EOG09260OLB
FUN_000555-T1	note	BUSCO:EOG09260OM6
FUN_007662-T1	note	BUSCO:EOG09260OQ8
FUN_008131-T1	note	BUSCO:EOG09260P2K
FUN_000689-T1	note	BUSCO:EOG09260P5R
FUN_005878-T1	note	BUSCO:EOG09260PI1
FUN_004812-T1	note	BUSCO:EOG09260QNB
FUN_000421-T1	note	BUSCO:EOG09260QVP
FUN_007699-T1	note	BUSCO:EOG09260R84
FUN_004854-T1	note	BUSCO:EOG09260R9L
FUN_002137-T1	note	BUSCO:EOG09260RGH
FUN_008849-T1	note	BUSCO:EOG09260RGH
FUN_002454-T1	note	BUSCO:EOG09260RNZ
FUN_007502-T1	note	BUSCO:EOG09260RRC
FUN_003043-T1	note	BUSCO:EOG09260RRN
FUN_002730-T1	note	BUSCO:EOG09260RS7
FUN_007673-T1	note	BUSCO:EOG09260RVQ
FUN_002302-T1	note	BUSCO:EOG09260S2Z
FUN_001427-T1	note	BUSCO:EOG09260S3L
FUN_002489-T1	note	BUSCO:EOG09260S5R
FUN_010964-T1	note	BUSCO:EOG09260SIZ
FUN_007107-T1	note	BUSCO:EOG09260SJV
FUN_004767-T1	note	BUSCO:EOG09260SL3
